	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
F2S4_160629_012_D01	L5 IT ALM Tnc	2.175775	1.72647	79.34965701876344	11.58	23.491
F2S4_160629_003_D01	L5 IT ALM Tnc	2.346964	1.940954	82.70062940888741	11.866	26.052
F2S4_160627_012_H01	L5 IT ALM Tnc	2.419528	2.01415	83.24557517003316	12.386	27.473
F2S4_160627_012_B01	L5 IT ALM Tnc	2.71809	2.284106	84.03349410799494	12.412	27.39
F2S4_160627_011_E01	L5 IT ALM Tnc	2.344634	1.994398	85.06223146128563	11.906	26.168
F2S4_160627_010_G01	L5 IT ALM Tnc	2.50029	2.158868	86.34470401433433	12.497	28.549
F2S4_160624_020_F01	L5 IT ALM Tnc	2.709601	2.07041	76.41014304320082	12.558	27.389
F2S4_160624_020_E01	L5 IT ALM Tnc	2.506971	1.929585	76.96878025314214	12.618	27.475
F2S4_160624_020_D01	L5 IT ALM Tnc	2.25645	2.088047	92.53681668106982	11.308	25.125
F2S4_160624_020_A01	L5 IT ALM Tnc	2.550585	2.224322	87.2083071138582	11.874	26.392
F2S4_160624_019_H01	L5 IT ALM Tnc	3.123314	2.360174	75.56633755043521	12.429	25.872
F2S4_160624_019_E01	L5 IT ALM Tnc	2.763841	2.213192	80.07667590139953	12.453	27.057
F2S4_160624_019_D01	L5 IT ALM Tnc	2.67829	1.946234	72.66703755007859	12.772	27.259
F2S4_160624_019_B01	L5 IT ALM Tnc	3.056696	2.261969	74.00045670226937	12.945	27.932
F2S4_160624_019_A01	L5 IT ALM Tnc	3.024895	2.409278	79.64831837138149	12.334	26.079
F2S4_160624_018_H01	L5 IT ALM Tnc	2.526329	2.049911	81.14188611222053	12.383	27.111
F2S4_160624_018_F01	L5 IT ALM Tnc	2.530729	2.009223	79.39305235764083	12.346	26.75
F2S4_160624_018_E01	L5 IT ALM Tnc	2.384656	1.822257	76.4159274964607	12.542	27.169
F2S4_160624_018_A01	L5 IT ALM Tnc	2.642218	2.124735	80.41482572596203	12.721	28.187
F2S4_160624_017_H01	L5 IT ALM Tnc	2.542572	2.05187	80.70056619832202	12.35	26.991
F2S4_160624_017_G01	L5 IT ALM Tnc	2.790675	2.129333	76.3017191181345	12.313	25.937
F2S4_160624_017_F01	L5 IT ALM Tnc	2.823318	2.234843	79.15661643498892	13.008	29.012
F2S4_160624_017_C01	L5 IT ALM Tnc	2.920735	2.410007	82.51371658161386	12.099	25.392
F2S4_160624_016_G01	L5 IT ALM Tnc	2.990856	2.4478	81.8427901577341	12.031	25.76
F2S4_160624_016_E01	L5 IT ALM Tnc	2.45419	1.921946	78.31284456378683	12.796	28.447
F2S4_160624_016_D01	L5 IT ALM Tnc	2.305102	1.861871	80.771740252709	12.627	27.983
F2S4_160624_016_A01	L5 IT ALM Tnc	2.789274	2.384028	85.47127317000768	12.514	27.915
F2S4_160624_013_F01	L5 IT ALM Tnc	2.21249	1.903947	86.05449064176563	11.492	24.258
F2S4_160624_013_E01	L5 IT ALM Tnc	2.244426	1.892283	84.31033146113973	11.952	26.089
F2S4_160623_030_D01	L5 IT ALM Tnc	2.486797	2.209935	88.86672293717581	11.809	26.025
F2S4_160623_029_G01	L5 IT ALM Tnc	2.329608	2.001447	85.91346698672052	11.669	24.122
F2S4_160623_028_G01	L5 IT ALM Tnc	2.541821	2.073778	81.58631154593498	12.177	26.288
F2S4_160623_027_H01	L5 IT ALM Tnc	2.624949	2.09574	79.83926544858586	12.084	25.495
F2S4_160623_024_B01	L5 IT ALM Tnc	2.297422	1.895576	82.5088294618925	12.233	26.104
F2S4_160623_024_A01	L5 IT ALM Tnc	2.452643	1.871324	76.29826273126582	12.5	26.878
F2S4_160623_023_H01	L5 IT ALM Tnc	2.734465	2.124243	77.68404422802998	13.131	30.251
F2S4_160623_023_E01	L5 IT ALM Tnc	2.988347	2.301426	77.01334550505682	12.874	28.334
F2S4_160623_021_C01	L5 IT ALM Tnc	2.793962	2.051725	73.43424856887817	12.654	26.09
F2S4_160623_021_B01	L5 IT ALM Tnc	2.677565	2.018873	75.39958880550053	11.988	24.653
F2S4_160620_029_D01	L5 IT ALM Tnc	7.286494	6.039513	82.8864059999226	13.62	31.365
F2S4_160620_029_A01	L5 IT ALM Tnc	7.029104	6.009118	85.48910358987433	13.827	32.588
F2S4_160620_026_C01	L5 IT ALM Tnc	2.535548	1.958812	77.25399006447522	12.202	26.122
F2S4_160620_007_G01	L5 IT ALM Tnc	2.147595	1.75252	81.603840575155	11.739	24.777
F2S4_160620_007_C01	L5 IT ALM Tnc	1.806777	1.455266	80.54485971428682	11.586	23.709
F2S4_160620_006_H01	L5 IT ALM Tnc	2.054224	1.724101	83.9295519865409	12.043	26.618
F2S4_160620_006_G01	L5 IT ALM Tnc	2.195228	1.824901	83.13036276869646	11.571	24.332
F2S4_160620_005_C01	L5 IT ALM Tnc	2.20432	1.781725	80.828781665094	11.978	25.428
F2S4_160620_005_A01	L5 IT ALM Tnc	2.441204	1.967828	80.6089126512983	12.329	27.25
F2S4_160620_003_E01	L5 IT ALM Tnc	4.972874	3.840659	77.23218002306112	13.115	28.394
F2S4_160606_019_F01	L5 IT ALM Tnc	5.446499	4.331646	79.53083255867668	12.861	27.608
F2S4_160606_011_H01	L5 IT ALM Tnc	2.337018	1.864538	79.78278301664771	11.358	23.037
F2S4_160606_011_G01	L5 IT ALM Tnc	2.328653	1.860262	79.88575369537668	11.674	24.485
F2S4_160606_011_F01	L5 IT ALM Tnc	2.800442	2.266173	80.92197588809196	11.809	24.602
F2S4_160606_011_D01	L5 IT ALM Tnc	2.74603	2.170971	79.05853177132079	13.003	28.802
F2S4_160606_011_B01	L5 IT ALM Tnc	2.435407	2.10484	86.42662191576191	10.785	21.994
F2S4_160606_011_A01	L5 IT ALM Tnc	2.408502	1.878825	78.00803154824037	11.922	24.865
F2S4_160606_010_E01	L5 IT ALM Tnc	2.72605	2.186828	80.21965848021864	12.005	25.235
F2S4_160606_010_D01	L5 IT ALM Tnc	2.794219	2.504736	89.63993158732369	10.801	22.533
F2S4_160606_010_C01	L5 IT ALM Tnc	2.808053	2.356228	83.90966979611852	12.603	28.311
F2S4_160606_010_A01	L5 IT ALM Tnc	0.41962	0.361865	86.23635670368428	10.597	21.8
F2S4_160606_009_G01	L5 IT ALM Tnc	2.724944	2.253792	82.70966302426766	11.067	21.887
F2S4_160606_009_F01	L5 IT ALM Tnc	2.63991	2.135511	80.89332590883781	12.096	25.498
F2S4_160606_009_D01	L5 IT ALM Tnc	2.929746	2.345887	80.07134406873496	12.731	27.636
F2S4_160606_009_C01	L5 IT ALM Tnc	2.632145	2.17128	82.4908962082256	12.23	26.125
F2S4_160606_009_B01	L5 IT ALM Tnc	1.823293	1.49937	82.23417739222386	11.629	25.081
F2S4_160606_008_H01	L5 IT ALM Tnc	2.540821	2.144301	84.3940206728455	12.358	27.624
F2S4_160606_008_G01	L5 IT ALM Tnc	2.631295	2.264011	86.04170189963497	12.148	26.986
F2S4_160606_008_F01	L5 IT ALM Tnc	2.642834	2.294027	86.80178172371022	12.236	27.253
F2S4_160606_008_E01	L5 IT ALM Tnc	2.991074	2.569536	85.90680136967525	12.273	27.246
F2S4_160606_008_D01	L5 IT ALM Tnc	2.745125	2.361127	86.01163881426166	12.611	28.476
F2S4_160606_008_C01	L5 IT ALM Tnc	2.612395	2.207373	84.49614242869092	12.792	29.157
F2S4_160606_008_B01	L5 IT ALM Tnc	2.526185	2.312097	91.52524458818337	11.255	24.502
F2S4_160606_008_A01	L5 IT ALM Tnc	2.587872	2.356061	91.0424085889874	11.886	27.122
F2S4_160606_007_H01	L5 IT ALM Tnc	2.316398	1.865293	80.52558325469113	11.648	24.284
F2S4_160606_007_F01	L5 IT ALM Tnc	2.461822	1.988038	80.75474181317739	11.846	24.73
F2S4_160606_007_D01	L5 IT ALM Tnc	2.480791	2.019337	81.39891671648277	11.953	25.039
F2S4_160606_007_C01	L5 IT ALM Tnc	2.479063	2.027363	81.77940617079919	11.823	24.929
F2S4_160606_007_A01	L5 IT ALM Tnc	2.760511	2.039866	73.89450721261389	12.013	24.881
F2S4_160606_006_H01	L5 IT ALM Tnc	2.488134	1.980254	79.58791608490539	11.873	25.179
F2S4_160606_006_D01	L5 IT ALM Tnc	2.846461	2.299399	80.78097679890924	11.601	23.928
F2S4_160606_006_B01	L5 IT ALM Tnc	2.525414	1.965858	77.84299920725869	11.855	24.463
F2S4_160603_028_H01	L5 IT ALM Tnc	2.069608	1.752498	84.67777472835435	12.398	28.18
F2S4_160603_028_F01	L5 IT ALM Tnc	2.027081	1.687676	83.25646582450331	12.082	26.949
F2S4_160603_028_A01	L5 IT ALM Tnc	2.346519	1.96679	83.81734816551668	12.049	27.146
F2S4_160603_027_E01	L5 IT ALM Tnc	1.768697	1.46891	83.05040377181619	12.328	27.853
F2S4_160603_027_D01	L5 IT ALM Tnc	2.522594	1.993647	79.03162379677427	11.87	25.403
F2S4_160603_027_C01	L5 IT ALM Tnc	2.526886	1.98307	78.4788075124877	12.385	26.948
F2S4_160603_026_G01	L5 IT ALM Tnc	2.42459	1.938796	79.96387018011293	11.942	25.514
F2S4_160603_026_D01	L5 IT ALM Tnc	2.238784	2.009359	89.75224943540779	10.189	20.013
F2S4_160603_026_B01	L5 IT ALM Tnc	2.298544	1.97876	86.087540634419	12.209	28.869
F2S4_160603_026_A01	L5 IT ALM Tnc	2.722637	2.291334	84.1586300340442	12.452	28.743
F2S4_160603_025_F01	L5 IT ALM Tnc	2.485589	2.117985	85.2105879129655	12.744	29.658
F2S4_160603_025_C01	L5 IT ALM Tnc	2.315063	1.859901	80.3391095620292	12.455	27.465
F2S4_160603_024_E01	L5 IT ALM Tnc	2.88708	2.305361	79.8509566759494	12.334	26.536
F2S4_160603_024_C01	L5 IT ALM Tnc	2.978566	2.401299	80.61929801119062	12.394	26.77
F2S4_160603_024_A01	L5 IT ALM Tnc	3.50625	2.804591	79.98833511586452	12.638	28.034
F2S4_160603_023_G01	L5 IT ALM Tnc	2.966313	2.436834	82.15026532938366	11.712	24.488
F2S4_160603_023_D01	L5 IT ALM Tnc	2.970837	2.536171	85.36890445352606	12.504	27.498
F2S4_160603_023_C01	L5 IT ALM Tnc	2.971783	2.440491	82.12211322293722	12.158	26.045
F2S4_160603_022_H01	L5 IT ALM Tnc	2.734843	2.255208	82.46206454995772	12.265	26.818
F2S4_160603_022_G01	L5 IT ALM Tnc	2.667355	2.293643	85.9894164818706	12.808	29.021
F2S4_160603_022_E01	L5 IT ALM Tnc	2.691976	2.204824	81.90355337491864	12.338	27.218
F2S4_160603_022_B01	L5 IT ALM Tnc	2.767583	2.291656	82.80351483586942	12.635	27.706
F2S4_160603_021_E01	L5 IT ALM Tnc	2.40704	2.008905	83.45956028981654	12.057	26.023
F2S4_160603_021_B01	L5 IT ALM Tnc	2.149761	1.82055	84.68615813571834	12.139	26.376
F2S4_160603_020_E01	L5 IT ALM Tnc	2.4372	1.90122	78.00837026095519	12.465	27.213
F2S4_160603_020_D01	L5 IT ALM Tnc	2.263306	1.761071	77.8096731065088	12.335	26.327
F2S4_160603_020_C01	L5 IT ALM Tnc	2.603071	1.928286	74.07734940768039	12.441	26.866
F2S4_160603_020_A01	L5 IT ALM Tnc	2.394182	1.872834	78.22437893192749	12.887	28.852
F2S4_160603_019_F01	L5 IT ALM Tnc	2.422367	1.851693	76.44147232851174	12.548	26.977
F2S4_160603_019_B01	L5 IT ALM Tnc	2.509889	1.985151	79.09317902106429	12.029	25.59
F2S4_160603_018_H01	L5 IT ALM Tnc	2.33109	1.829358	78.47650669858307	12.556	27.4
F2S4_160603_018_F01	L5 IT ALM Tnc	2.589561	2.13614	82.49042984505869	12.728	28.673
F2S4_160603_018_E01	L5 IT ALM Tnc	3.469324	2.778939	80.10030196084308	12.968	29.151
F2S4_160603_018_D01	L5 IT ALM Tnc	2.683306	2.214857	82.54209545985437	12.517	28.292
F2S4_160520_025_G01	L5 IT ALM Tnc	3.499073	2.897644	82.81176185806926	12.616	27.395
F2S4_160520_025_C01	L5 IT ALM Tnc	3.289916	2.629348	79.92143264448089	12.873	27.849
F2S4_160520_023_E01	L5 IT ALM Tnc	3.536083	2.941422	83.18305876869972	12.797	28.207
F2S4_160520_023_C01	L5 IT ALM Tnc	3.564419	2.921322	81.95787307833339	12.184	26.085
F2S4_160520_022_E01	L5 IT ALM Tnc	3.564928	2.968228	83.26193404186564	12.662	27.998
F2S4_160520_022_C01	L5 IT ALM Tnc	3.189748	2.881293	90.32980034786448	10.518	21.482
F2S4_160520_022_B01	L5 IT ALM Tnc	3.672318	3.007136	81.88659043143866	12.789	28.023
F2S4_160520_021_G01	L5 IT ALM Tnc	3.4423	2.932472	85.18932109345496	12.004	24.903
F2S4_160520_013_G01	L5 IT ALM Tnc	3.967857	3.358729	84.64843869121292	12.994	28.319
F2S4_160520_012_F01	L5 IT ALM Tnc	4.285852	3.456973	80.66011145508524	12.511	25.746
F2S4_160520_011_G01	L5 IT ALM Tnc	3.416905	2.971759	86.97224535069019	11.623	23.757
F2S4_160520_008_E01	L5 IT ALM Tnc	4.33926	3.497788	80.60793775897271	12.833	27.153
F2S4_160520_006_C01	L5 IT ALM Tnc	4.453255	3.881392	87.15853909106933	12.333	26.324
F2S4_160519_017_G01	L5 IT ALM Tnc	3.545911	2.940135	82.91620968490186	10.218	19.476
F2S4_160519_017_D01	L5 IT ALM Tnc	3.255028	2.732773	83.95543755691195	10.412	20.351
F2S4_160519_016_C01	L5 IT ALM Tnc	3.465009	3.043922	87.84744859248562	10.439	20.947
F2S4_160519_011_B01	L5 IT ALM Tnc	6.399645	4.944687	77.2650201690875	13.328	28.777
F2S4_160519_008_B01	L5 IT ALM Tnc	4.263907	3.410581	79.98722767640102	12.738	27.507
F2S4_160518_034_F01	L5 IT ALM Tnc	2.617536	2.258351	86.27774364898897	12.837	29.225
F2S4_160518_030_D01	L5 IT ALM Tnc	2.503662	2.100448	83.89503055923684	12.222	27.021
F2S4_160518_029_D01	L5 IT ALM Tnc	2.409796	2.045595	84.88664600654994	11.894	25.856
F2S4_160518_029_A01	L5 IT ALM Tnc	2.648815	2.228604	84.13588717973886	12.88	28.857
F2S4_160518_008_G01	L5 IT ALM Tnc	2.867824	2.453914	85.56710593118684	11.475	23.939
F2S4_160518_008_F01	L5 IT ALM Tnc	3.101463	2.662814	85.85670697989949	12.403	27.426
F2S4_160518_004_C01	L5 IT ALM Tnc	3.122778	2.43475	77.96743796709214	12.456	26.897
F2S4_160518_003_A01	L5 IT ALM Tnc	2.890725	2.526227	87.39077567046328	12.428	27.931
F2S4_160518_001_G01	L5 IT ALM Tnc	3.425055	2.907708	84.89522066069011	12.566	28.538
F2S4_160517_019_D01	L5 IT ALM Tnc	3.601586	2.869039	79.66043293149184	12.648	27.442
F2S4_160517_011_C01	L5 IT ALM Tnc	3.365281	2.860965	85.01414889276705	12.413	27.138
F2S4_160517_011_B01	L5 IT ALM Tnc	3.969135	3.134993	78.98428750848737	13.076	28.799
F2S4_160517_010_F01	L5 IT ALM Tnc	1.545244	1.193693	77.24948292955675	12.024	25.152
F2S4_160517_010_E01	L5 IT ALM Tnc	3.188336	2.625417	82.3444266852678	13.242	29.83
F2S4_160517_010_D01	L5 IT ALM Tnc	3.110646	2.587654	83.1870293180259	11.982	25.158
F2S4_160517_009_G01	L5 IT ALM Tnc	3.022763	2.583378	85.46412669468299	13.35	32.038
F2S4_160517_009_E01	L5 IT ALM Tnc	2.640336	2.138309	80.98624568994249	12.94	29.348
F2S4_160517_008_D01	L5 IT ALM Tnc	2.907599	2.427359	83.48327950312269	12.659	29.096
F2S4_160517_008_A01	L5 IT ALM Tnc	2.662374	2.361943	88.71567255389364	12.149	27.362
F2S4_160517_007_G01	L5 IT ALM Tnc	2.149218	1.657706	77.13065868608955	12.134	25.837
F2S4_160517_007_E01	L5 IT ALM Tnc	2.651171	2.305526	86.96255352823337	12.579	29.356
F2S4_160517_007_C01	L5 IT ALM Tnc	2.898374	2.248512	77.57839395467941	12.578	27.882
F2S4_160517_007_A01	L5 IT ALM Tnc	2.935421	2.348927	80.02010614491074	12.785	28.92
F2S4_160517_006_D01	L5 IT ALM Tnc	2.67555	2.396338	89.56431387938929	12.216	27.972
F2S4_160517_005_H01	L5 IT ALM Tnc	3.081508	2.76152	89.61586340194476	11.944	26.565
F2S4_160517_005_B01	L5 IT ALM Tnc	4.047202	3.382401	83.57381222879411	13.228	30.054
F2S4_160517_005_A01	L5 IT ALM Tnc	3.2379	2.838218	87.65613514932518	12.417	28.291
F2S4_160517_004_E01	L5 IT ALM Tnc	3.317409	2.652536	79.95806365751102	12.386	26.587
F2S4_160421_019_H01	L5 IT ALM Tnc	2.649477	2.265699	85.51495257365887	11.663	24.192
F2S4_160421_018_C01	L5 IT ALM Tnc	2.79839	2.342179	83.69737599119493	12.291	26.198
F2S4_160421_017_H01	L5 IT ALM Tnc	2.702984	2.341859	86.6397655332033	11.948	26.218
F2S4_160421_017_G01	L5 IT ALM Tnc	3.065721	2.646368	86.3212275350562	12.35	27.21
F2S4_160421_017_F01	L5 IT ALM Tnc	3.220856	2.777469	86.23387695693319	11.782	24.781
F2S4_160421_017_D01	L5 IT ALM Tnc	3.038417	2.597784	85.4979418559072	11.812	24.98
F2S4_160421_017_C01	L5 IT ALM Tnc	2.267675	1.942882	85.67726856802672	11.689	24.892
F2S4_160421_016_C01	L5 IT ALM Tnc	2.652367	2.280124	85.96562994487564	11.483	24.365
F2S4_160421_015_E01	L5 IT ALM Tnc	2.228989	1.873323	84.04361798106676	11.84	24.844
F2S4_160421_015_D01	L5 IT ALM Tnc	2.376655	2.048408	86.18869798098588	12.176	27.334
F2S4_160421_010_G01	L5 IT ALM Tnc	2.976426	2.460922	82.6804362010008	13.156	29.787
F2S4_160421_010_E01	L5 IT ALM Tnc	2.860405	2.333612	81.58327229885278	12.802	28.533
F2S4_160421_010_B01	L5 IT ALM Tnc	2.809437	2.280201	81.16220438472192	12.301	26.57
F2S4_160421_009_E01	L5 IT ALM Tnc	2.613004	2.294633	87.8159007793329	12.013	26.361
F2S4_160421_007_E01	L5 IT ALM Tnc	2.091234	1.78501	85.3567797769164	11.226	22.724
F2S4_160421_006_D01	L5 IT ALM Tnc	2.676611	2.278137	85.11274144804756	12.288	27.188
F2S4_160421_004_E01	L5 IT ALM Tnc	3.502199	2.954147	84.35120334395619	13.16	31.101
F2S4_160420_032_H01	L5 IT ALM Tnc	2.631553	2.389803	90.8134094202169	11.915	27.427
F2S4_160420_032_C01	L5 IT ALM Tnc	3.15818	2.863727	90.67649722308417	11.591	25.301
F2S4_160420_031_C01	L5 IT ALM Tnc	2.744285	2.295948	83.66288486800751	12.104	26.21
F2S4_160420_029_E01	L5 IT ALM Tnc	3.085434	2.647524	85.8071830413485	12.12	26.055
F2S4_160420_027_H01	L5 IT ALM Tnc	3.638141	3.113829	85.58846399850913	12.599	28.518
F2S4_160420_026_F01	L5 IT ALM Tnc	2.666924	2.29872	86.19368230965712	12.193	26.214
F2S4_160420_026_B01	L5 IT ALM Tnc	3.180784	2.74074	86.1655491224805	12.123	25.508
F2S4_160420_025_G01	L5 IT ALM Tnc	3.453937	3.237023	93.71980438554613	11.002	23.655
F2S4_160420_025_F01	L5 IT ALM Tnc	3.379344	2.977638	88.11290001846511	12.057	25.981
F2S4_160420_025_E01	L5 IT ALM Tnc	3.382888	2.856594	84.44246454508692	12.108	26.204
F2S4_160420_024_G01	L5 IT ALM Tnc	3.038957	2.537979	83.5148045859155	12.615	27.881
F2S4_160420_024_D01	L5 IT ALM Tnc	2.824274	2.43728	86.29757594341059	12.669	29.133
F2S4_160420_024_C01	L5 IT ALM Tnc	1.884992	1.583788	84.02094014192103	12.151	26.559
F2S4_160420_023_F01	L5 IT ALM Tnc	1.295681	1.045517	80.6924698286075	11.79	24.848
F2S4_160420_023_E01	L5 IT ALM Tnc	2.818674	2.359991	83.72699361472804	11.89	24.791
F2S4_160420_023_C01	L5 IT ALM Tnc	2.873547	2.543813	88.52519203618387	12.578	28.912
F2S4_160420_023_A01	L5 IT ALM Tnc	1.769155	1.485789	83.98297492305649	12.137	26.608
F2S4_160420_022_H01	L5 IT ALM Tnc	2.635892	2.249014	85.3226915215039	11.713	24.868
F2S4_160420_022_D01	L5 IT ALM Tnc	2.709528	2.310399	85.2694269998317	12.403	27.295
F2S4_160420_022_C01	L5 IT ALM Tnc	2.730877	2.243013	82.13526277455924	12.168	26.012
F2S4_160420_022_B01	L5 IT ALM Tnc	2.951239	2.565159	86.91803679742644	12.052	26.47
F2S4_160420_021_D01	L5 IT ALM Tnc	2.864038	2.62935	91.80569531549511	10.575	21.586
F2S4_160420_021_A01	L5 IT ALM Tnc	3.160867	2.502385	79.1676777289269	12.607	27.596
F2S4_160420_012_E01	L5 IT ALM Tnc	2.673891	2.209035	82.61499814315543	12.546	27.448
F2S4_160420_009_H01	L5 IT ALM Tnc	1.791656	1.448621	80.85374647811857	12.237	26.854
F2S4_160420_008_A01	L5 IT ALM Tnc	2.690842	2.257983	83.91362257613044	12.558	28.069
F2S4_160420_007_C01	L5 IT ALM Tnc	2.449389	1.964553	80.20583908885031	12.102	25.961
F2S4_160420_007_B01	L5 IT ALM Tnc	2.685066	2.19516	81.75441497527434	12.151	26.26
F2S4_160420_006_G01	L5 IT ALM Tnc	2.719888	2.210846	81.28444994793902	12.558	27.894
F2S4_160420_006_B01	L5 IT ALM Tnc	2.532519	2.004956	79.1684484894289	12.471	27.484
F2S4_160420_006_A01	L5 IT ALM Tnc	2.184659	1.790639	81.96423331970803	12.692	28.542
F2S4_160420_005_B01	L5 IT ALM Tnc	2.469066	2.089737	84.63674118067317	12.246	27.483
F2S4_160420_004_B01	L5 IT ALM Tnc	2.534331	2.093163	82.59232909986896	12.521	28.601
F2S4_160420_003_C01	L5 IT ALM Tnc	2.449655	1.961624	80.07756194239597	12.266	26.996
F2S4_160420_003_A01	L5 IT ALM Tnc	1.253575	1.008409	80.44265400953275	11.686	24.958
F2S4_160420_002_H01	L5 IT ALM Tnc	2.619977	2.205203	84.1687923214593	12.837	29.81
F2S4_160420_001_H01	L5 IT ALM Tnc	3.036514	2.364193	77.85878807079435	12.332	27.054
F2S4_160309_012_G01	L5 IT ALM Tnc	2.808442	1.91408	68.15451413986831	13.163	28.329
F2S4_160309_008_H01	L5 IT ALM Tnc	2.624115	2.029608	77.34447613766928	12.092	25.465
F2S4_160309_008_F01	L5 IT ALM Tnc	2.855377	2.210294	77.40813209604197	12.574	26.864
F2S4_160309_008_C01	L5 IT ALM Tnc	3.075777	2.501386	81.32533665477048	13.23	30.165
F2S4_160309_007_B01	L5 IT ALM Tnc	2.988393	2.130755	71.30103035310283	13.071	28.152
F2S4_160309_006_C01	L5 IT ALM Tnc	2.530579	1.964753	77.64045303466123	11.955	24.346
F2S4_160309_005_F01	L5 IT ALM Tnc	2.969161	2.336163	78.68091356447158	12.795	27.693
F2S4_160309_005_A01	L5 IT ALM Tnc	2.64771	2.360965	89.17007527259406	12.249	26.225
F2S4_160309_004_F01	L5 IT ALM Tnc	3.120372	2.451244	78.55614651073654	13.008	28.177
F2S4_160309_004_E01	L5 IT ALM Tnc	2.964875	2.179045	73.49534128757536	12.991	28.372
F2S4_160309_004_C01	L5 IT ALM Tnc	3.085834	2.550853	82.66332537654326	13.355	31.069
F2S4_160309_004_A01	L5 IT ALM Tnc	2.982834	2.067105	69.30003479912058	13.496	29.418
F2S4_160301_006_D01	L5 IT ALM Tnc	2.253513	1.587913	70.46389348541588	12.677	27.623
F2S4_160301_006_A01	L5 IT ALM Tnc	2.566434	1.937372	75.48886899098126	12.454	26.498
F2S4_160301_004_G01	L5 IT ALM Tnc	2.157543	1.542749	71.5049016404308	13.142	28.508
F2S4_160301_004_F01	L5 IT ALM Tnc	2.175114	1.555457	71.51151617800262	12.722	27.042
F2S4_160301_004_D01	L5 IT ALM Tnc	1.986776	1.492207	75.1069572010131	12.701	27.636
F2S4_160301_004_A01	L5 IT ALM Tnc	2.146517	1.569599	73.12306401486688	12.887	28.07
F2S4_160301_003_H01	L5 IT ALM Tnc	1.919435	1.364103	71.06794447324343	12.693	27.271
F2S4_160301_003_F01	L5 IT ALM Tnc	2.191643	1.61372	73.63060498447969	13.203	28.703
F2S4_160301_003_D01	L5 IT ALM Tnc	2.027464	1.478915	72.94408186779148	12.822	27.662
F2S4_160301_003_C01	L5 IT ALM Tnc	2.184189	1.696562	77.67468840837492	12.971	28.255
F2S4_160301_003_B01	L5 IT ALM Tnc	1.894074	1.380029	72.86035286900089	12.467	26.443
F2S4_160229_010_D01	L5 IT ALM Tnc	2.777842	2.093711	75.37185340274932	13.102	28.435
F2S4_160229_010_C01	L5 IT ALM Tnc	2.416887	1.770135	73.24028802339538	12.322	25.674
F2S4_160229_009_B01	L5 IT ALM Tnc	2.059309	1.674937	81.3349040867592	11.513	24.865
F2S4_160229_008_G01	L5 IT ALM Tnc	2.13955	1.536565	71.81720455235914	12.858	28.482
F2S4_160229_008_E01	L5 IT ALM Tnc	2.403797	1.627283	67.69635705510908	13.644	30.588
F2S4_160229_007_H01	L5 IT ALM Tnc	2.510875	1.874156	74.64154926071589	13.433	31.092
F2S4_160229_007_G01	L5 IT ALM Tnc	2.382018	1.681935	70.6096679370181	13.511	30.589
F2S4_160229_007_F01	L5 IT ALM Tnc	2.159946	1.47289	68.19105662826756	13.585	30.608
F2S4_160229_007_B01	L5 IT ALM Tnc	2.149779	1.442536	67.1015950941934	13.166	29.473
F2S4_160229_002_H01	L5 IT ALM Tnc	1.931474	1.49177	77.2347958087968	12.511	26.689
F2S4_160229_002_E01	L5 IT ALM Tnc	1.901261	1.415378	74.4441715261608	12.573	26.173
F2S4_160229_002_D01	L5 IT ALM Tnc	1.974309	1.443179	73.09792945278576	12.512	26.201
F2S4_160229_002_B01	L5 IT ALM Tnc	1.968075	1.5243	77.45131664189627	12.596	27.434
F2S4_160229_001_F01	L5 IT ALM Tnc	2.154712	1.590628	73.82090970858286	13.276	28.421
F2S4_160229_001_B01	L5 IT ALM Tnc	1.989584	1.576939	79.25973469830879	12.279	26.193
F2S4_160229_001_A01	L5 IT ALM Tnc	1.940286	1.502781	77.45152003364453	12.24	26.684
F2S4_160216_002_G01	L5 IT ALM Tnc	2.083031	1.450572	69.63756180296883	12.599	26.924
F2S4_160216_001_H01	L5 IT ALM Tnc	2.243193	1.743838	77.7390977949735	12.578	28.147
F2S4_160216_001_G01	L5 IT ALM Tnc	2.085066	1.423364	68.2646976162865	12.429	26.511
F2S4_160216_001_E01	L5 IT ALM Tnc	2.104838	1.576266	74.8877585828458	13.004	28.238
F2S4_160216_001_B01	L5 IT ALM Tnc	1.834885	1.321444	72.01781038048706	12.368	25.834
F2S4_160216_001_A01	L5 IT ALM Tnc	1.958956	1.442324	73.62717692485181	11.966	25.02
F2S4_160211_014_E01	L5 IT ALM Tnc	1.886521	1.474819	78.17665427525058	12.089	25.424
F2S4_160211_014_D01	L5 IT ALM Tnc	1.998393	1.448572	72.48684317849393	12.733	26.818
F2S4_160211_014_B01	L5 IT ALM Tnc	2.039496	1.586606	77.79402362152217	11.993	24.602
F2S4_160211_014_A01	L5 IT ALM Tnc	1.807014	1.445307	79.98316559805292	12.316	27.28
F2S4_160211_013_H01	L5 IT ALM Tnc	1.914319	1.430414	74.72182013551554	12.281	25.778
F2S4_160211_013_F01	L5 IT ALM Tnc	1.899043	1.397063	73.5666859570847	12.648	26.804
F2S4_160211_013_E01	L5 IT ALM Tnc	1.862791	1.34701	72.31138651625437	12.017	24.851
F2S4_160211_013_A01	L5 IT ALM Tnc	1.934901	1.533035	79.23066864919703	12.358	26.864
